Product,Data Sheet,Product Status,OPN,Standard Package name,Qualification,VDS max [V],RDS (on) @10V max [Ω],ID  @25°C max [A],Technology,Topology,VGS(th) [V],VGS(th) min [V],VGS(th) max [V],RDS (on) @4.5V max [Ω],QG typ @10V [C],QG typ @10V max [C],QG typ @4.5V [C],QG typ @4.5V max [C],Online Simulation,Simulation Model,Driver Selection,Budgetary Price €/1k,Polarity
IPDQ60R075CFD7,https://www.infineon.com/dgdl/Infineon-IPDQ60R075CFD7-DataSheet-v02_00-EN.pdf?fileId=8ac78c8c8412f8d3018465868a09094e,active and preferred,IPDQ60R075CFD7XTMA1,Q-DPAK,Industrial,600,75,34,CoolMOS™ CFD7,,4,3.5,4.5,,51,,,,,,,2.44,N
FF6MR12KM1H,https://www.infineon.com/dgdl/Infineon-FF6MR12KM1H-DataSheet-v00_10-EN.pdf?fileId=8ac78c8c8afe5bd0018b18a31aa537a2,active and preferred,FF6MR12KM1HHPSA1,,Industrial,,,,CoolSiC™ G1,,,,,,,,,,"https://www.infineon.com/iposim_x000d_
Excel",/cms/en/product/power/mosfet/silicon-carbide/modules/ff6mr12km1h/#!simulation,,,
BSZ215C H,https://www.infineon.com/dgdl/Infineon-BSZ215C H-DS-v02_03-EN.pdf?fileId=5546d46250cc1fdf015133809974350a,active and preferred,BSZ215CHXTMA1,PQFN 3.3 x 3.3,Automotive,"-20_x000d_
20",,"3.2_x000d_
5.1",OptiMOS™,,,"-1.4_x000d_
0.8","-0.7_x000d_
1.4","55_x000d_
150",,,,3,,/cms/en/product/power/mosfet/dual-mosfet/bsz215c-h/#!simulation,5546d4694909da48014909dc0bb301f2=BSZ215C H|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=-20.0|5546d4694909da48014909dc094d01c8=20.0,0.46,N+P
IRLML2060,https://www.infineon.com/dgdl/Infineon-IRLML2060-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a401535664b7fb25ee,active and preferred,IRLML2060TRPBF,SOT-23,Standard,60,480,1.2,IR MOSFET™,,1.75,1,2.5,640,,,0.67,,,/cms/en/product/power/mosfet/n-channel/irlml2060/#!simulation,5546d4694909da48014909dc094d01c8=60.0,0.07,N
IPB050N10NF2S,https://www.infineon.com/dgdl/Infineon-IPB050N10NF2S-DataSheet-v02_00-EN.pdf?fileId=8ac78c8c83cd30810183f4dc12431b1b,active and preferred,IPB050N10NF2SATMA1,D2PAK,Standard,100,5.05,103,StrongIRFET™ 2,,3,2.2,3.8,,51,,,,,,,,N
IQFH36N04NM6,https://www.infineon.com/dgdl/Infineon-IQFH36N04NM6-DataSheet-v02_00-EN.pdf?fileId=8ac78c8c901008d101904e1fc43805a9,active and preferred,IQFH36N04NM6ATMA1,PQFN 8x6,Industrial,40,0.36,656,OptiMOS™ 6,,2.3,1.8,2.8,,206,,,,,,,,N
FF55MR12W1M1H_B70,https://www.infineon.com/dgdl/Infineon-FF55MR12W1M1H_B70-DataSheet-v00_20-EN.pdf?fileId=8ac78c8c8b6555fe018ba8c2f673718b,active and preferred,FF55MR12W1M1HB70BPSA1,,Industrial,,,,CoolSiC™ G1,,,,,,,,,,https://www.infineon.com/iposim,/cms/en/product/power/mosfet/silicon-carbide/modules/ff55mr12w1m1h_b70/#!simulation,,,
IRF100P218,https://www.infineon.com/dgdl/Infineon-IRF100P218-DataSheet-v02_01-EN.pdf?fileId=5546d462602a9dc80160e20d3eca4b83,active and preferred,IRF100P218AKMA1,TO247,Industrial,100,1.28,483,StrongIRFET™,,,,,,330,,,,,/cms/en/product/power/mosfet/n-channel/irf100p218/#!simulation,5546d4694909da48014909dc094d01c8=100.0,4.06,N
IRLML0100,https://www.infineon.com/dgdl/Infineon-IRLML0100-DataSheet-v01_02-EN.pdf?fileId=5546d462533600a4015356649d9225e8,active and preferred,IRLML0100TRPBF,SOT-23,Standard,100,220,1.6,IR MOSFET™,,1.75,1,2.5,235,,,2.5,,,/cms/en/product/power/mosfet/n-channel/irlml0100/#!simulation,5546d4694909da48014909dc094d01c8=100.0,0.08,N
IRLTS6342,https://www.infineon.com/dgdl/Infineon-IRLTS6342-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a401535671f35a271a,active and preferred,IRLTS6342TRPBF,TSOP-6,Standard,30,,8.3,IR MOSFET™,,0.8,0.5,1.1,17.5,,,11,,,,5546d4694909da48014909dc094d01c8=30.0,0.12,N
AIMDQ75R090M1H,https://www.infineon.com/dgdl/Infineon-AIMDQ75R090M1H-DataSheet-v02_00-EN.pdf?fileId=8ac78c8c8eeb092c018ef0af790e2ae3,active and preferred,AIMDQ75R090M1HXUMA1,Q-DPAK,Automotive,750,,24,CoolSiC™ G1,,,,,,,,,,,,,,N
IPW60R180P7,https://www.infineon.com/dgdl/Infineon-IPW60R180P7-DS-v02_03-EN.pdf?fileId=5546d46259d9a4bf015a5c38a2153f7a,active and preferred,IPW60R180P7XKSA1,TO247,Industrial,600,180,18,CoolMOS™ P7,"PFC_x000d_
LLC",3.5,3,4,,25,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/ipw60r180p7/#!simulation,5546d4694909da48014909dc0bb301f2=IPW60R180P7 |5546d4624933b8750149389ffe5222e1=11.0|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=600.0,1.26,N
BSD235N,https://www.infineon.com/dgdl/BSD235N_Rev2 5.pdf?fileId=db3a30431add1d95011afc70075c04e0,active and preferred,BSD235NH6327XTSA1,SOT-363,Automotive,20,,0.95,OptiMOS™,,0.95,0.7,1.2,350,,,,0.32,https://www.infineon.com/goto?icpa=pesim&icpaTarget=%2F%3FEnKey%3DnRRO%252ehehjk55AfalL550%252f%26Description%3DInterleaved_PFC_CCM,/cms/en/product/power/mosfet/small-signal-small-power/bsd235n/#!simulation,5546d4694909da48014909dc094d01c8=20.0|5546d4694909da48014909dc0bb301f2=BSD235N|5546d4694909da48014909dc0f5e0238=MOSFET,0.07,N+N
IMZA120R020M1H,https://www.infineon.com/dgdl/Infineon-IMZA120R020M1H-DataSheet-v01_20-EN.pdf?fileId=8ac78c8c7f2a768a017f8795ca7f31d6,active and preferred,IMZA120R020M1HXKSA1,TO247 4-pin (asymmetric leads),Industrial,1200,,98,CoolSiC™ G1,,,,,,,,,,,/cms/en/product/power/mosfet/silicon-carbide/discretes/imza120r020m1h/#!simulation,,,N
IPT65R190CFD7,https://www.infineon.com/dgdl/Infineon-IPT65R190CFD7-DataSheet-v02_01-EN.pdf?fileId=8ac78c8c85ecb3470186794f257f78b6,active and preferred,IPT65R190CFD7XTMA1,TOLL,Industrial,650,,,CoolMOS™ CFD7,,,,,,,,,,,,,1.12,N
IPD30N08S2L-21,https://www.infineon.com/dgdl/Infineon-IPD30N08S2L_21-DS-v01_00-en.pdf?fileId=db3a304412b407950112b426f6a33b23,active and preferred,IPD30N08S2L21ATMA1,DPAK,Automotive,75,20.5,30,OptiMOS™,,,2.1,4,,,56.0,,,,/cms/en/product/power/mosfet/automotive-mosfet/ipd30n08s2l-21/#!simulation,5546d4694909da48014909dc0bb301f2=IPD30N08S2L-21|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=75.0,0.58,N
IPB90N06S4L-04,https://www.infineon.com/dgdl/Infineon-I90N06S4L_04-DS-v01_00-en.pdf?fileId=db3a30431ff98815012038d111570ce3,active and preferred,IPB90N06S4L04ATMA2,D2PAK,Automotive,60,3.4,90,OptiMOS™-T2,,,1.2,2,,,133.0,,,,/cms/en/product/power/mosfet/automotive-mosfet/ipb90n06s4l-04/#!simulation,5546d4694909da48014909dc0bb301f2=IPB90N06S4L-04|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=60.0,0.94,N
IPAN80R360P7,https://www.infineon.com/dgdl/Infineon-IPAN80R360P7-DS-v02_01-EN.pdf?fileId=5546d4625b62cd8a015bcdb8328d6d69,active and preferred,IPAN80R360P7XKSA1,TO220 FullPAK narrow leads,Industrial,800,360,13,CoolMOS™ P7,"Flyback_x000d_
PFC",3,2.5,3.5,,30,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/ipan80r360p7/#!simulation,5546d4694909da48014909dc0bb301f2=IPAN80R360P7|5546d4624933b8750149389ffe5222e1=1.0|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=800.0,0.93,N
IPP019N06NF2S,https://www.infineon.com/dgdl/Infineon-IPP019N06NF2S-DataSheet-v02_01-EN.pdf?fileId=8ac78c8c80f4d3290180fd60ac673c80,active and preferred,IPP019N06NF2SAKMA1,TO220,Standard,60,1.9,185,StrongIRFET™ 2,,2.8,2.1,3.3,,108,,,,,,,0.76,N
BSC018NE2LS,https://www.infineon.com/dgdl/Infineon-BSC018NE2LS-DataSheet-v02_04-EN.pdf?fileId=db3a30432c64a60d012ca6b7736b2f40,active and preferred,BSC018NE2LSATMA1,SuperSO8 5x6,Industrial,25,1.8,153,OptiMOS™,,1.52,1.2,2,2.3,39,,19,,,/cms/en/product/power/mosfet/n-channel/bsc018ne2ls/#!simulation,5546d4694909da48014909dc094d01c8=25.0|5546d4694909da48014909dc0bb301f2=BSC018NE2LS|5546d4694909da48014909dc0f5e0238=MOSFET,0.41,N
IPD50N04S4-08,https://www.infineon.com/dgdl/Infineon-IPD50N04S4_08-DS-v01_00-en.pdf?fileId=db3a304328c6bd5c01291c847b245e45,active and preferred,IPD50N04S408ATMA1,DPAK,Automotive,40,7.9,50,OptiMOS™-T2,,,2,4,,,17.2,,,,/cms/en/product/power/mosfet/automotive-mosfet/ipd50n04s4-08/#!simulation,5546d4694909da48014909dc0bb301f2=IPD50N04S4-08|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=40.0,0.32,N
IQE013N04LM6SC,https://www.infineon.com/dgdl/Infineon-IQE013N04LM6SC-DataSheet-v02_00-EN.pdf?fileId=8ac78c8c81ae03fc0181cd1fea4f2fd0,active and preferred,IQE013N04LM6SCATMA1,PQFN 3.3x3.3 Source-Down DSC,Industrial,40,1.35,205,OptiMOS™ 6,,1.6,1.2,2,1.9,41,,20,,,,,,N
IRF9362,https://www.infineon.com/dgdl/Infineon-IRF9362-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a40153561158c41da7,active and preferred,IRF9362TRPBF,SO-8,Standard,-30,21,-8,IR MOSFET™,,-1.8,-1.3,-2.4,32,,,13,,,/cms/en/product/power/mosfet/p-channel/irf9362/#!simulation,5546d4694909da48014909dc094d01c8=-30.0,0.28,P+P
IMYH200R012M1H,https://www.infineon.com/dgdl/Infineon-IMYH200R012M1H-DataSheet-v01_10-EN.pdf?fileId=8ac78c8c85c5e5aa0185c6eec3f01111,active and preferred,IMYH200R012M1HXKSA1,,Industrial,2000,,123,CoolSiC™ G1,,,,,,,,,,,/cms/en/product/power/mosfet/silicon-carbide/discretes/imyh200r012m1h/#!simulation,,,N
BSC039N06NS,https://www.infineon.com/dgdl/Infineon-BSC039N06NS-DataSheet-v02_05-EN.pdf?fileId=db3a30433727a44301372c3adce949c7,active and preferred,BSC039N06NSATMA1,SuperSO8 5x6,Industrial,60,3.9,121,OptiMOS™ 5,,2.8,2.1,3.3,,27,,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_48V.tsc&act=change.U.Infineon.BSC039N06NS_L0,/cms/en/product/power/mosfet/n-channel/bsc039n06ns/#!simulation,5546d4694909da48014909dc094d01c8=60.0|5546d4694909da48014909dc0bb301f2=BSC039N06NS|5546d4694909da48014909dc0f5e0238=MOSFET,0.5,N
IQDH29NE2LM5CG,https://www.infineon.com/dgdl/Infineon-IQDH29NE2LM5CG-DataSheet-v02_01-EN.pdf?fileId=8ac78c8c88ae21230188b3972c260838,active and preferred,IQDH29NE2LM5CGATMA1,PQFN 5x6 Source-Down,Industrial,25,0.29,789,OptiMOS™ 5,,1.6,1.2,2,0.35,191,,88,,,,,,N
IPL65R200CFD7,https://www.infineon.com/dgdl/Infineon-IPL65R200CFD7-DataSheet-v02_00-EN.pdf?fileId=8ac78c8c7c9758f2017ca74ce8a12374,active and preferred,IPL65R200CFD7AUMA1,Thin-PAK 8x8,Industrial,650,200,14,CoolMOS™ CFD7,,4,3.5,4.5,,23,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/ipl65r200cfd7/#!simulation,,1.02,N
IPD70N10S3-12,https://www.infineon.com/dgdl/Infineon-IPD70N10S3-12-DataSheet-v01_02-EN.pdf?fileId=db3a30431a5c32f2011a908858535951,active and preferred,IPD70N10S312ATMA2,DPAK,Automotive,100,11.1,70,OptiMOS™-T,,,2,4,,,51.0,,,,/cms/en/product/power/mosfet/automotive-mosfet/ipd70n10s3-12/#!simulation,5546d4694909da48014909dc0bb301f2=IPD70N10S3-12|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=100.0,0.87,N
IMW120R020M1H,https://www.infineon.com/dgdl/Infineon-IMW120R020M1H-DataSheet-v01_30-EN.pdf?fileId=8ac78c8c7f2a768a017f8767f7bb318f,active and preferred,IMW120R020M1HXKSA1,TO247,Industrial,1200,,98,CoolSiC™ G1,,,,,,,,,,,/cms/en/product/power/mosfet/silicon-carbide/discretes/imw120r020m1h/#!simulation,,,N
BSZ180P03NS3E G,https://www.infineon.com/dgdl/Infineon-BSZ180P03NS3E_G-DS-v02_01-en.pdf?fileId=db3a304324fc7f9a0124fdf6df190050,active and preferred,BSZ180P03NS3EGATMA1,PQFN 3x3,Industrial,-30,18,39.6,OptiMOS™ P,,-2.5,,,,20,,,,,/cms/en/product/power/mosfet/p-channel/bsz180p03ns3e-g/#!simulation,5546d4694909da48014909dc094d01c8=-30.0|5546d4694909da48014909dc0bb301f2=BSZ180P03NS3E G|5546d4694909da48014909dc0f5e0238=MOSFET,0.22,P
BSD235C,https://www.infineon.com/dgdl/Infineon-BSD235C-DS-v02_04-EN.pdf?fileId=db3a30433580b371013585a2d0d53326,active and preferred,BSD235CH6327XTSA1,SOT-363,Automotive,"-20_x000d_
20",,"0.53_x000d_
0.95",OptiMOS™,,,"-1.2_x000d_
0.7","-0.6_x000d_
1.2","1200_x000d_
350",,,,0.4,,/cms/en/product/power/mosfet/dual-mosfet/bsd235c/#!simulation,5546d4694909da48014909dc094d01c8=-20.0|5546d4694909da48014909dc094d01c8=20.0|5546d4694909da48014909dc0bb301f2=BSD235C|5546d4694909da48014909dc0f5e0238=MOSFET,0.07,N+P
IPG20N10S4L-35A,https://www.infineon.com/dgdl/Infineon-IPG20N10S4L-35A-DataSheet-v01_10-EN.pdf?fileId=5546d46147a9c2e40147f7b9310e0a38,active and preferred,IPG20N10S4L35AATMA1,Dual SSO8,Automotive,100,35,20,OptiMOS™-T2,,,1.1,2.1,,,13.4,,,,/cms/en/product/power/mosfet/automotive-mosfet/ipg20n10s4l-35a/#!simulation,5546d4694909da48014909dc094d01c8=100.0,0.53,N+N
IPT65R060CFD7,https://www.infineon.com/dgdl/Infineon-IPT65R060CFD7-DataSheet-v02_01-EN.pdf?fileId=8ac78c8c85ecb347018678d10f13546c,active and preferred,IPT65R060CFD7XTMA1,TOLL,Industrial,650,,,CoolMOS™ CFD7,,,,,,,,,,,,,2.87,N
IPW65R018CFD7,https://www.infineon.com/dgdl/Infineon-IPW65R018CFD7-DataSheet-v02_00-EN.pdf?fileId=5546d46279cccfdb0179ccdfdb6202d1,active and preferred,IPW65R018CFD7XKSA1,TO247,Industrial,650,18,106,CoolMOS™ CFD7,,4,3.5,4.5,,234,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/ipw65r018cfd7/#!simulation,,9.9,N
IPD033N06N,https://www.infineon.com/dgdl/Infineon-IPD033N06N-DS-v02_00-EN.pdf?fileId=5546d4625b62cd8a015ba517c34e6629,active and preferred,IPD033N06NATMA1,DPAK,Industrial,60,3.3,90,OptiMOS™ 5,,2.8,2.1,3.3,,38,,,,,/cms/en/product/power/mosfet/n-channel/ipd033n06n/#!simulation,5546d4694909da48014909dc0bb301f2=IPD033N06N|5546d4624933b8750149389ffe5222e1=1.2|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=60.0,0.74,N
IPLK70R1K4P7,https://www.infineon.com/dgdl/Infineon-IPLK70R1K4P7-DataSheet-v02_00-EN.pdf?fileId=8ac78c8c7cdc391c017ce0c585ac2d65,active and preferred,IPLK70R1K4P7ATMA1,Thin-PAK 5x6,Industrial,700,1400,3.9,CoolMOS™ P7,,3,2.5,3.5,,4.7,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/iplk70r1k4p7/#!simulation,,0.3,N
IPG20N06S4L-14A,https://www.infineon.com/dgdl/Infineon-IPG20N06S4L-14A-DataSheet-v01_01-EN.pdf?fileId=5546d4614815da8801482170a2dc0097,active and preferred,IPG20N06S4L14AATMA1,Dual SSO8,Automotive,60,13.7,20,OptiMOS™-T2,,,1.2,2.2,,,30.0,,,,/cms/en/product/power/mosfet/automotive-mosfet/ipg20n06s4l-14a/#!simulation,5546d4694909da48014909dc094d01c8=60.0,0.49,N+N
IAUC50N08S5L096,https://www.infineon.com/dgdl/Infineon-IAUC50N08S5L096-DataSheet-v01_01-EN.pdf?fileId=5546d46279cccfdb0179ccd3f6cf0205,active and preferred,IAUC50N08S5L096ATMA1,Single SSO8,Automotive,80,9.6,50,OptiMOS™-5,,,1.2,2,,,22.0,,,,,,,N
IPD90N03S4L-03,https://www.infineon.com/dgdl/Infineon-IPD90N03S4L_03-DS-v02_01-en.pdf?fileId=db3a304412b407950112b426fe803b44,active and preferred,IPD90N03S4L03ATMA1,DPAK,Automotive,30,3.3,90,OptiMOS™-T2,,,1,2.2,,,60.0,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_24V.tsc&act=change.U.Infineon.IPD90N03S4L-03_L0,/cms/en/product/power/mosfet/automotive-mosfet/ipd90n03s4l-03/#!simulation,5546d4694909da48014909dc0bb301f2=IPD90N03S4L-03|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=30.0,0.64,N
IPT067N20NM6,https://www.infineon.com/dgdl/Infineon-IPT067N20NM6-DataSheet-v02_01-EN.pdf?fileId=8ac78c8c8d2fe47b018d328272a20f15,active and preferred,IPT067N20NM6ATMA1,TOLL,Industrial,200,6.7,137,OptiMOS™ 6,,3.7,3,4.5,,71,,,,,,,,N
FF5MR20KM1HP,https://www.infineon.com/dgdl/Infineon-FF5MR20KM1HP-DataSheet-v00_10-EN.pdf?fileId=8ac78c8c8d2fe47b018dc623a8dc0d8c,active and preferred,FF5MR20KM1HPHPSA1,,Industrial,,,,CoolSiC™ G1,,,,,,,,,,"Excel_x000d_
https://www.infineon.com/iposim",/cms/en/product/power/mosfet/silicon-carbide/modules/ff5mr20km1hp/#!simulation,,,
IPD130N10NF2S,https://www.infineon.com/dgdl/Infineon-IPD130N10NF2S-DataSheet-v02_02-EN.pdf?fileId=8ac78c8c81ae03fc0181c7f00cb13d86,active and preferred,IPD130N10NF2SATMA1,DPAK,Standard,100,13,52,StrongIRFET™ 2,,3,2.2,3.8,,18.6,,,,,,,,N
IRL80HS120,https://www.infineon.com/dgdl/Infineon-IRL80HS120-DataSheet-v03_01-EN.pdf?fileId=5546d46259d9a4bf015a4b3b1df71191,active and preferred,IRL80HS120,PQFN 2 x 2,Standard,80,32,12.5,OptiMOS™ 5,Full Bridge,1.7,1.2,2,42,,,4.7,,,/cms/en/product/power/mosfet/n-channel/irl80hs120/#!simulation,5546d4694909da48014909dc0bb301f2=IRL80HS120|5546d4624933b8750149389ffe5222e1=1.1|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=80.0,0.27,N
BSC0504NSI,https://www.infineon.com/dgdl/Infineon-BSC0504NSI-DS-v02_00-EN.pdf?fileId=5546d4624eeb2bc7014f0286ff3c3d3d,active and preferred,BSC0504NSIATMA1,SuperSO8 5x6,Industrial,30,3.7,72,OptiMOS™ 5,,1.88,1.2,2,4.7,11.1,,5.2,,,/cms/en/product/power/mosfet/n-channel/bsc0504nsi/#!simulation,5546d4694909da48014909dc0bb301f2=BSC0504NSI|5546d4624933b8750149389ffe5222e1=1.2|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=30.0,0.29,N
IQD020N10NM5CG,https://www.infineon.com/dgdl/Infineon-IQD020N10NM5CG-DataSheet-v02_01-EN.pdf?fileId=8ac78c8c88ae21230188af8cc0be053c,active and preferred,IQD020N10NM5CGATMA1,PQFN 5x6 Source-Down,Industrial,100,2.05,273,OptiMOS™ 5,,3,2.2,3.8,,107,,,,,,,,N
IPDQ60R010S7,https://www.infineon.com/dgdl/Infineon-IPDQ60R010S7-DataSheet-v02_03-EN.pdf?fileId=5546d4627506bb3201751cdc7c864327,active and preferred,IPDQ60R010S7XTMA1,Q-DPAK,Industrial,600,10,,CoolMOS™ S7,"Totem pole PFC_x000d_
Bridge rectification_x000d_
Rely replacement",4,3.5,4.5,,318,,,,,,,11.28,N
IPB060N15N5,https://www.infineon.com/dgdl/Infineon-IPB060N15N5-DS-v02_00-EN.pdf?fileId=5546d4625b3ca4ec015b5ca333d3364d,active and preferred,IPB060N15N5ATMA1,D2PAK 7-pin,Industrial,150,6,136,OptiMOS™ 5,,3.8,3,4.6,,54.5,,,,,/cms/en/product/power/mosfet/n-channel/ipb060n15n5/#!simulation,5546d4694909da48014909dc0bb301f2=IPB060N15N5|5546d4624933b8750149389ffe5222e1=0.9|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=150.0,2.41,N
ISC078N12NM6,https://www.infineon.com/dgdl/Infineon-ISC078N12NM6-DataSheet-v02_00-EN.pdf?fileId=8ac78c8c8b6555fe018bec91036c0ea7,active and preferred,ISC078N12NM6ATMA1,SuperSO8 5x6,Industrial,120,7.8,85,OptiMOS™ 6,,3.1,2.6,3.6,,21,,,,,,,,N
IPZ65R045C7,https://www.infineon.com/dgdl/Infineon-IPZ65R045C7-DS-v02_00-en.pdf?fileId=db3a30433e5a5024013e6a50664963da,active and preferred,IPZ65R045C7XKSA1,TO247 4-pin,Industrial,650,45,46,CoolMOS™ C7,Boost,3.5,3,4,,93,,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_450V.tsc&act=change.U.Infineon.IPZ65R045C7_L0,/cms/en/product/power/mosfet/n-channel/500v-950v/ipz65r045c7/#!simulation,5546d4694909da48014909dc094d01c8=650.0|5546d4694909da48014909dc0bb301f2=IPZ65R045C7|5546d4694909da48014909dc0f5e0238=MOSFET,5.74,N
IPA60R099C7,https://www.infineon.com/dgdl/Infineon-IPA60R099C7-DataSheet-v02_01-EN.pdf?fileId=5546d4624fb7fef2014fd68760b06999,active and preferred,IPA60R099C7XKSA1,TO-220 FullPAK,Industrial,600,99,12,CoolMOS™ C7,Boost,3.5,3,4,,42,,,,,/cms/en/product/power/mosfet/n-channel/500v-950v/ipa60r099c7/#!simulation,5546d4694909da48014909dc0bb301f2=IPA60R099C7|5546d4624933b8750149389ffe5222e1=0.82|5546d4694909da48014909dc0f5e0238=MOSFET|5546d4694909da48014909dc094d01c8=600.0,2,N
IRFP4310Z,https://www.infineon.com/dgdl/Infineon-IRFP4310Z-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a40153562c469e200f,active and preferred,IRFP4310ZPBF,TO247,Standard,100,6,134,IR MOSFET™,,3,2,4,,120,,,,,/cms/en/product/power/mosfet/n-channel/irfp4310z/#!simulation,5546d4694909da48014909dc094d01c8=100.0,1.71,N
BSP317P,https://www.infineon.com/dgdl/Infineon-BSP317P-DS-v02_04-en.pdf?fileId=db3a30433b47825b013b604df1d959f2,active and preferred,BSP317PH6327XTSA1,SOT-223,Automotive,-250,4000,0.43,Small Signal,,,-1,-2,,-11.6,,,,,/cms/en/product/power/mosfet/small-signal-small-power/bsp317p/#!simulation,5546d4694909da48014909dc094d01c8=-250.0|5546d4694909da48014909dc0bb301f2=BSP317P|5546d4694909da48014909dc0f5e0238=MOSFET,0.25,P
IPDQ60T017S7A,https://www.infineon.com/dgdl/Infineon-IPDQ60T017S7A-DataSheet-v02_00-EN.pdf?fileId=8ac78c8c8eeb092c018fb9f57ee417d2,active and preferred,IPDQ60T017S7AXTMA1,Q-DPAK,Automotive,600,,113,CoolMOS™ S7TA,,4,3.5,4.5,,,,,,,,,,N
IPA95R310PFD7,https://www.infineon.com/dgdl/Infineon-IPA95R310PFD7-DataSheet-v02_01-EN.pdf?fileId=8ac78c8c81ae03fc0181f77773f32eba,active and preferred,IPA95R310PFD7XKSA1,TO220 FullPAK,Industrial,950,310,8.7,CoolMOS™ PFD7,,3,2.5,3.5,,61,,,,,,,1.12,N
IQE220N15NM5CG,https://www.infineon.com/dgdl/Infineon-IQE220N15NM5CG-DataSheet-v02_00-EN.pdf?fileId=8ac78c8c8386267f0183cca37a196f90,active and preferred,IQE220N15NM5CGATMA1,PQFN 3.3x3.3 Source-Down,Industrial,150,22,44,OptiMOS™ 5,,3.8,3,4.6,,14.6,,,,,,,,N
BSS223PW,https://www.infineon.com/dgdl/Infineon-BSS223PW-DS-v01_05-en.pdf?fileId=db3a3043321e49940132481523b6245f,active and preferred,BSS223PWH6327XTSA1,SOT-323,Automotive,-20,,0.39,OptiMOS™ P,,,-0.6,-1.2,1200,,,,0.5,,/cms/en/product/power/mosfet/small-signal-small-power/bss223pw/#!simulation,5546d4694909da48014909dc094d01c8=-20.0|5546d4694909da48014909dc0bb301f2=BSS223PW|5546d4694909da48014909dc0f5e0238=MOSFET,0.03,P
IQD009N06NM5CG,https://www.infineon.com/dgdl/Infineon-IQD009N06NM5CG-DataSheet-v02_01-EN.pdf?fileId=8ac78c8c88ae21230188af8caea00536,active and preferred,IQD009N06NM5CGATMA1,PQFN 5x6 Source-Down,Industrial,60,0.9,445,OptiMOS™ 5,,2.8,2.1,3.3,,120,,,,,,,,N
ISP20EP10LM,https://www.infineon.com/dgdl/Infineon-ISP20EP10LM-DataSheet-v02_00-EN.pdf?fileId=8ac78c8c7bb971ed017be2dc2f104a50,active and preferred,ISP20EP10LMXTSA1,SOT-223,Industrial,-100,2000,-0.99,OptiMOS™,,-1.5,-1,-2,2200,-3.5,,-1.8,,,,,0.18,P
IRLML0030,https://www.infineon.com/dgdl/Infineon-IRLML0030-DataSheet-v01_01-EN.pdf?fileId=5546d462533600a401535664773825df,active and preferred,IRLML0030TRPBF,SOT-23,Standard,30,27,5.3,IR MOSFET™,,1.7,1.3,2.3,40,,,2.6,,,/cms/en/product/power/mosfet/n-channel/irlml0030/#!simulation,5546d4694909da48014909dc094d01c8=30.0,0.08,N
BSC026N08NS5,https://www.infineon.com/dgdl/Infineon-BSC026N08NS5-DataSheet-v02_03-EN.pdf?fileId=5546d4624ad04ef9014ae2eace7629e0,active and preferred,BSC026N08NS5ATMA1,SuperSO8 5x6,Industrial,80,2.6,100,OptiMOS™ 5,,3,2.2,3.8,,74,,,,https://design.infineon.com/tinademo/designer.php?path=EXAMPLESROOT%7CINFINEON%7CApplications%7CIndustrial%7CPower%7C&file=power_MOSFET_compare_48V.tsc&act=change.U.Infineon.BSC026N08NS5_L0,/cms/en/product/power/mosfet/n-channel/bsc026n08ns5/#!simulation,5546d4694909da48014909dc0bb301f2=BSC026N08NS5|5546d4694909da48014909dc094d01c8=80.0,1,N
